,node_844.2_harmonico_60,node_844.2_harmonico_180,node_844.2_harmonico_300,node_844.2_harmonico_420,node_844.2_harmonico_540,node_844.2_harmonico_660,node_844.2_harmonico_780,node_844.2_harmonico_900,node_844.2_harmonico_1020,node_844.2_harmonico_1140,node_844.2_harmonico_1260,node_844.2_harmonico_1380,node_844.2_harmonico_1500
0,36225.02029809892,-0.0196313891451518,-0.025104169024889,0.0137233383025104,0.012806118472755,0.0108037126410127,0.0094477184462345,0.0085683635379858,0.008014810097998,0.0077037148697781,0.0075972526531645,0.007694739972013,0.0080447194907106
2,-0.3269374281771782,0.0397327199976896,0.0375618182682087,-0.026866764763611,-0.0235807206004276,-0.0196786756991978,-0.017082461806014,-0.0153687267093571,-0.0142388705590206,-0.0135274684878706,-0.0131478254351957,-0.0130635067845913,-0.0132781847363532
4,-36224.69336067334,-0.0201013308525386,-0.0124576492433196,0.013143426461097,0.0107746021276743,0.0088749630581837,0.007634743359779,0.0068003631713705,0.0062240604610211,0.0058237536180924,0.0055505727820299,0.0053687668125782,0.0052334652456438
6,15094.723006612365,1.611790625757013e-05,-0.0050216239959978,0.0002529387609223,0.000810012960554,0.0007578053158479,0.0006994698845768,0.000667524992519,0.0006598549806983,0.0006747304429326,0.0007150367172381,0.0007935252957664,0.000948788175459
8,-7547.562626015675,0.0223428936368153,0.0242572788083638,-0.0150963747275287,-0.0136686001737164,-0.0114928168261305,-0.010029084066518,-0.0090710311689367,-0.0084549936236752,-0.0080901346591209,-0.0079315738992171,-0.0079663541390327,-0.008211555513277
10,-7547.186743935519,-0.0228715249991775,-0.0199242872162221,0.0150178654647211,0.0130007731280939,0.0108239050079016,0.0093700921099384,0.0083968122313561,0.0077380736879203,0.0073004415254243,0.0070319799872792,0.006905164423028,0.0069077051455216
12,15058.040956125593,0.0650190356229575,-0.2549834824247778,-0.00746212800641,0.0075003114167062,0.0022782378433559,-0.001658284530133,-0.00462482513337,-0.0072514468852563,-0.0098607389879083,-0.0123973123427239,-0.0138291286998796,-0.0102267897562389
14,-7551.799918583298,1.802468906972044,1.0445442350616787,-1.5292226747725253,-1.22023423798569,-0.9894025140657846,-0.8496711863776357,-0.7628867451965687,-0.7094112202099556,-0.6795289668923729,-0.6685649946992943,-0.67461001214994,-0.6971385896687865
16,-7524.184466438013,-1.9613688024302804,-0.7887118558306182,1.555544280188328,1.2027220053222147,0.9609388317250716,0.8117685163851405,0.7143313130564377,0.6480525600328132,0.6023143369566578,0.5714055573800616,0.5525549806847685,0.5456380214323309
18,15033.327624591491,0.1086170258263953,-0.4225432158718094,-0.0126221610870557,0.0119902608240295,0.0032994852071745,-0.0032382756192644,-0.0081729444384872,-0.0125558993421003,-0.0169250234192466,-0.0211899914217722,-0.0236361122971796,-0.0177275421755843
20,-7554.899400326397,2.9962107463915246,1.7289954943393937,-2.5443577380157114,-2.0291660461533567,-1.645005833440032,-1.4125460201170976,-1.2681921395465314,-1.179248466716052,-1.1295450088707857,-1.111301005219496,-1.121334065588294,-1.1587529566237853
22,-7509.1614958589,-3.261282909473901,-1.3044382639523346,2.5884106849593453,2.000369059315468,1.597911295602403,1.3496767166112478,1.1875389776495628,1.0772388889748612,1.0011010735643016,0.9496189097960942,0.9181798682756136,0.9065814533047252
24,14569.289687392506,0.9211712216452426,-3.542005386402804,-0.1090541627833912,0.0950109429622261,0.0216791313857745,-0.0333056372053072,-0.0748740305872249,-0.1119197966003059,-0.1489874957085053,-0.1853595438955199,-0.2067447536043015,-0.1585944304006253
26,-7615.348006813805,25.236569829105107,14.489861653736504,-21.43866892507894,-17.080209683883833,-13.836674814331325,-11.872945820477126,-10.651515416690984,-9.896308350502949,-9.470680600596268,-9.308641851010677,-9.382805892412348,-9.684836610044796
28,-7237.480496149327,-27.47865589450721,-10.92075024473628,21.81354540010879,16.84144372785387,13.442936327979451,11.345836881466374,9.974497021181916,9.03969599553294,8.392195848423468,7.951630755883188,7.678820589065201,7.571600113232928
30,-7614.369259508157,25.232643501950704,14.478113412665088,-21.44600194575145,-17.08706630320694,-13.844234954572723,-11.881594621529883,-10.661515358213862,-9.907928347164503,-9.484244969085983,-9.324566485505676,-9.40163511546812,-9.707282314818384
32,14026.935431308886,1.8786449791798556,-7.1076063197140495,-0.2045834447206026,0.204095569414806,0.0587269616561684,-0.047831291861572,-0.1259408374203165,-0.1933379987472532,-0.258854910947054,-0.3210711161338476,-0.3532573855653345,-0.2551035544909091
34,-7682.719777190999,51.10407270386933,29.46965002499025,-43.03252313029106,-34.14995437464244,-27.510409368295296,-23.44487395964925,-20.864344526028937,-19.206633657240804,-18.189499473096287,-17.671047950546562,-17.584329675491283,-17.897620799862274
36,-6922.573490642621,-55.59392082426687,-22.104829129120475,43.89616696831089,33.769255100997114,26.83092651292056,22.51996283631751,19.66997050922853,17.69441088150171,16.28950104806615,15.289896380544471,14.61158477323464,14.240734725026469
38,13594.22074055891,2.63721475806301,-9.912480062118036,-0.3055088847471082,0.264275351024648,0.0634627009465379,-0.0826640556238704,-0.1882742342713998,-0.2776378048356138,-0.3627191963343808,-0.4420698573975322,-0.4828846666950356,-0.3635801816287216
