,node_830.1_harmonico_60,node_830.1_harmonico_180,node_830.1_harmonico_300,node_830.1_harmonico_420,node_830.1_harmonico_540,node_830.1_harmonico_660,node_830.1_harmonico_780,node_830.1_harmonico_900,node_830.1_harmonico_1020,node_830.1_harmonico_1140,node_830.1_harmonico_1260,node_830.1_harmonico_1380,node_830.1_harmonico_1500
0,36225.02029809892,-0.0036182160941074,0.0462367795750153,0.0288929124899069,0.009892761268942,0.0014919987577543,-0.0039223843973676,-0.0082398509656339,-0.0120412032223205,-0.0154088555566222,-0.0179965115009721,-0.0188435386752931,-0.0165701351088255
2,-0.3269374281771782,0.0278061580232537,0.0037199203067238,-0.0140913930469311,0.0002035370507998,0.0105063834208909,0.0195042127812612,0.0284946925079599,0.0382512712951607,0.049458405519429,0.0629230505288075,0.0797592994281884,0.1015742996578268
4,-36224.69336067334,-0.0241879419291474,-0.0499566998817395,-0.0148015194429759,-0.0100962983197425,-0.0119983821786449,-0.0155818283838933,-0.0202548415423253,-0.0262100680728374,-0.0340495499628065,-0.0449265390278312,-0.0609157607528953,-0.0850041645490057
6,15094.723006612365,0.0075912608349076,0.0361213401720598,0.0166311082341422,0.0076244541780749,0.0051788954876749,0.004561081568146,0.004853834176946,0.0059626865631956,0.0081903886305936,0.0123133283363954,0.0198625125749141,0.0329474522422542
8,-7547.562626015675,0.0124591737894552,-0.0158733503570224,-0.0163433374590182,-0.003639182560402,0.00354500144188,0.0091372245851023,0.0143827800264162,0.0198544973728717,0.0259523372959704,0.0330601232564638,0.041614385781607,0.0521480945547155
10,-7547.186743935519,-0.0195017026414399,-0.0210815082158623,-0.0004633480230435,-0.003930704279089,-0.0084672492093835,-0.0131274715359192,-0.0181325280765582,-0.0237882618054927,-0.0304743919014137,-0.0387274935976002,-0.0493825888292996,-0.0637420743032775
12,15058.040956125593,1.2336350650423782,2.741056919639584,1.029152547159803,0.5505811345475231,0.4898616146705352,0.5480095617345412,0.6868120356549623,0.9248613064743156,1.31992709210755,1.987741630689636,3.1313335279677643,4.965768037427547
14,-7551.799918583298,0.709049974953995,-1.7084692651019195,-1.224503792465062,-0.2355888226680759,0.3298925613568249,0.7957111965009,1.2648020718237531,1.797182981218423,2.4551116489499045,3.326782815676774,4.542269631062853,6.217821613176827
16,-7524.184466438013,-1.5945356778417152,-1.1375663177889226,0.187319340391291,-0.2332124915372747,-0.6326707990999576,-1.0006722960966314,-1.3636952511500533,-1.7366989367488466,-2.124385660500676,-2.5196791335297277,-2.9074499964857607,-3.3344471119269508
18,15033.327624591491,2.0557570224764854,4.554754776159825,1.708015278837504,0.9146132894744272,0.8148316284863127,0.9123859464230988,1.1440517201277354,1.540939945913059,2.1993298106829835,3.31198745848364,5.216967712048246,8.272050398605796
20,-7554.899400326397,1.1762352813669477,-2.843333868315092,-2.0346591970848724,-0.3911083338238202,0.5487686052388275,1.3232065740825711,2.1033236010421503,2.988989006917645,4.083924653382977,5.535187967791838,7.559772903545882,10.35161468914545
22,-7509.1614958589,-2.6507103528015468,-1.886416251076889,0.3131179609389029,-0.3870019212889626,-1.05119885850929,-1.6627375464772036,-2.2656892446949217,-2.884825176989573,-3.5277282638720453,-4.18218941104371,-4.8223140730383705,-5.525145848243297
24,14569.289687392506,17.369887364750262,38.331461192347525,14.346573103295134,7.688885783054068,6.858629138378482,7.684260391190145,9.634886843941038,12.97105145971931,18.49887006197436,27.83109652563274,43.79289959026325,69.36462060930013
26,-7615.348006813805,9.882802523647385,-23.97390883632739,-17.119995206176295,-3.2848855612564627,4.623182745094225,11.135027986733393,17.68900786227649,25.12299508248676,34.30606452045904,46.470095850937,63.433173867617775,86.81999068116363
28,-7237.480496149327,-22.326872398688703,-15.842018692285327,2.6503711229008684,-3.2515348884362987,-8.836842622393542,-13.96883083045809,-19.017460569150465,-24.188222851431785,-29.54013850926117,-34.9630931594353,-40.22693708355364,-45.95552418706513
30,-7614.369259508157,9.879441494455286,-23.97957924276848,-17.121170310592692,-3.286321734526039,4.622123517453034,11.135636283308951,17.693183511251405,25.13358524871911,34.32745361735121,46.50916098071236,63.50036541816333,86.927579558375
32,14026.935431308886,35.15019661416497,77.42499813074296,28.91280053824393,15.431567980668753,13.676861656132282,15.202653347351005,18.894980625214856,25.199349462068984,35.58604168158827,52.99958469759092,82.55965298451527,129.53007050018692
