,node_sourcebus.1_harmonico_60,node_sourcebus.1_harmonico_180,node_sourcebus.1_harmonico_300,node_sourcebus.1_harmonico_420,node_sourcebus.1_harmonico_540,node_sourcebus.1_harmonico_660,node_sourcebus.1_harmonico_780,node_sourcebus.1_harmonico_900,node_sourcebus.1_harmonico_1020,node_sourcebus.1_harmonico_1140,node_sourcebus.1_harmonico_1260,node_sourcebus.1_harmonico_1380,node_sourcebus.1_harmonico_1500,node_sourcebus.1_harmonico_1620,node_sourcebus.1_harmonico_1740,node_sourcebus.1_harmonico_1860,node_sourcebus.1_harmonico_1980,node_sourcebus.1_harmonico_2100,node_sourcebus.1_harmonico_2220,node_sourcebus.1_harmonico_2340,node_sourcebus.1_harmonico_2460,node_sourcebus.1_harmonico_2580,node_sourcebus.1_harmonico_2700,node_sourcebus.1_harmonico_2820,node_sourcebus.1_harmonico_2940
1,20914.134401590603,0.0692843537309365,0.1154665723510561,0.1616312148504838,0.207818487557601,0.2540067299140701,0.3001960786682693,0.3463873144604849,0.3925811940924334,0.4387785364737694,0.4849802286985061,0.5311869789163287,0.5773984966540369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41828.91830290313,-0.0396448868890522,-0.0627517150554459,-0.0858250988251783,-0.1089157392317011,-0.1320091264460385,-0.1551037384829081,-0.1781995945553818,-0.201296978642424,-0.2243963355178214,-0.2474983287659566,-0.2706040116705814,-0.2937152037366779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20914.78390947935,-0.0296394646053057,-0.0527148538086136,-0.0758061112878956,-0.0989027423380832,-0.1219975962298284,-0.1450923316967273,-0.1681877101660807,-0.1912842044605998,-0.2143821887160286,-0.237481886442283,-0.260582952505079,-0.2836832769261396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.257961808849269,0.0206105653413338,0.0350361519566097,0.0494607225251767,0.0638960200533298,0.0783310491563883,0.092766458616431,0.1072028223437713,0.1216405917890547,0.136080181125871,0.1505218992289776,0.1649655466892565,0.179409284408944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-13072.32266484378,-0.022696145041891,-0.0371335948644418,-0.0515514496227218,-0.0659845316788041,-0.0804190553715781,-0.0948544771567499,-0.1092911036643223,-0.1237293442204244,-0.1381697186253638,-0.1526129312603707,-0.1670599922168645,-0.1815124123874087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13072.57151554674,0.0020854538753047,0.0020975898035643,0.0020908645756755,0.0020885235518583,0.0020879133476556,0.0020878127224402,0.002087928546042,0.0020881719948539,0.0020885285925781,0.0020890491854028,0.002089923270309,0.0020917132916329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-13.797053404404624,0.0205125064950289,0.034111143338865,0.0480715048702512,0.0625758525285306,0.0770114579364423,0.0914568586711022,0.105953524006395,0.1205257723085235,0.1351837683063902,0.1499023623746017,0.1645477493819724,0.178708164517173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-13044.140561379209,-0.0228398331246283,-0.0372737242301606,-0.0505537062453032,-0.0649212503873643,-0.0793585919043041,-0.0938535035064603,-0.1084362958510454,-0.1231444932044311,-0.1380321800749013,-0.1531926649506146,-0.1688127685792784,-0.1852805909236528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,13059.753398936458,0.0022656326796174,0.0031203104967662,0.0024390469019314,0.0022653537924876,0.0022272799474344,0.0022276174387119,0.0022440067345944,0.0022660420927879,0.0022803005850313,0.0022552486267402,0.0021073169057932,0.0016388490319866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-23.01471405350881,0.0204461081630501,0.0334892844861834,0.0471368134815088,0.0616849640593331,0.0761173130356138,0.0905643830028076,0.1050948168407245,0.1197486846961041,0.134542436042508,0.1494336051927217,0.164198595323914,0.1781506849933668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
