,node_sourcebus.2_harmonico_60,node_sourcebus.2_harmonico_180,node_sourcebus.2_harmonico_300,node_sourcebus.2_harmonico_420,node_sourcebus.2_harmonico_540,node_sourcebus.2_harmonico_660,node_sourcebus.2_harmonico_780,node_sourcebus.2_harmonico_900,node_sourcebus.2_harmonico_1020,node_sourcebus.2_harmonico_1140,node_sourcebus.2_harmonico_1260,node_sourcebus.2_harmonico_1380,node_sourcebus.2_harmonico_1500,node_sourcebus.2_harmonico_1620,node_sourcebus.2_harmonico_1740,node_sourcebus.2_harmonico_1860,node_sourcebus.2_harmonico_1980,node_sourcebus.2_harmonico_2100,node_sourcebus.2_harmonico_2220,node_sourcebus.2_harmonico_2340,node_sourcebus.2_harmonico_2460,node_sourcebus.2_harmonico_2580,node_sourcebus.2_harmonico_2700,node_sourcebus.2_harmonico_2820,node_sourcebus.2_harmonico_2940
1,20914.134401590603,-1.592637961533494e-07,-9.934213616104085e-08,-1.7410628212091003e-06,-1.4120235390050023e-06,-1.283208874358963e-06,-1.2410728708215234e-06,-1.2476952112501172e-06,-1.330747047357639e-06,-1.60619197664326e-06,-2.3933992241152807e-06,-4.5285608146357775e-06,-9.952939447981012e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41828.91830290313,0.0296396218331727,0.0527124036834009,0.0758107568590799,0.0989075815422781,0.122002278060926,0.1450967409344165,0.1681915995821596,0.1912872108556547,0.2143838753268763,0.2374819038205022,0.2605816385340329,0.2836834537873605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20914.78390947935,-0.0296394603327956,-0.0527123008542683,-0.0758090110588402,-0.0989061635309282,-0.1220009876138197,-0.1450954913728982,-0.1681903421479018,-0.1912858691191355,-0.2143822568950166,-0.2374794969309756,-0.2605770952325322,-0.2836734848567752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.257961808849269,0.0061749187252504,0.0109786395327185,0.0157905070063704,0.0206033484512038,0.0254152479018089,0.0302269908158936,0.0350388336890714,0.0398508728154425,0.0446630936142463,0.049475271554861,0.0542866503148889,0.0590953393027014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-13072.32266484378,0.0061751012382916,0.0109787412491772,0.0157924992032404,0.0206049700836065,0.0254167226596314,0.030228416694623,0.0350402656867274,0.0398523972787544,0.0446649287188631,0.0494779990781813,0.0542918051499095,0.0591066718339101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13072.57151554674,-0.012350184848329,-0.021956982519751,-0.0315826211171874,-0.041208033445918,-0.0508317452373741,-0.0604552502206816,-0.0700790538077297,-0.0797034365480163,-0.0893286252052728,-0.0989548366523302,-0.1085822663181475,-0.118211018893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-13.797053404404624,0.0060684863708034,0.010294519359887,0.0152253421200108,0.0201168654467696,0.0249304633089345,0.0297288516664596,0.0345278431989488,0.0393277653209524,0.0441130262113432,0.0488342591042954,0.0533614840655429,0.057414123155313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-13044.140561379209,0.0060757312222567,0.0102340512720333,0.0152826155172678,0.0201532342954934,0.0249594149131639,0.0297573201718673,0.0345618784831408,0.0393772028885199,0.0441984584745013,0.0490032802587229,0.0537292236015832,0.0582473924590208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,13059.753398936458,-0.0121984771420313,-0.0204727405693275,-0.0304932496818457,-0.0402874937569644,-0.0499344554351796,-0.0595648813780836,-0.0692216760432459,-0.0789322825925481,-0.0887269787086802,-0.0986522700012862,-0.108792046762774,-0.119288224191476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-23.01471405350881,0.005996960549065,0.009835374564456,0.0148454766689077,0.0197889715369896,0.024602551669866,0.0293903831145198,0.0341786327373399,0.0389677071202236,0.0437314979574458,0.0483876292669882,0.0527194512879451,0.0562595663773135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
